ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF109KC1V34,IPRU9659,DR,OMF,9,18.72
INF109KC1V26,IPRU9659P,DP,OMF,9,18.72
INF109KC1V91,IPRU9660,GR,OMF,9,16.03
INF109KC1W58,IPRU9662,GR,OMF,9,19.35
INF109KC1W74,IPRU9663,DR,OMF,9,19.35
INF109KC1W66,IPRU9663P,DP,OMF,9,19.35
INF109KC1Y15,IPRU9669,GR,OMF,9,14.18
INF109KC1Z55,IPRU9671,GR,OMF,9,15.74
INF109KC1Y98,IPRU9673,GR,OMF,9.59,14.36
INF109KC1Z14,IPRU9674,DR,OMF,9.59,14.36
INF109KC1Z06,IPRU9674P,DP,OMF,9.59,14.36
INF109KC11A4,IPRU9675,GR,OMF,9,14.67
INF109KC13A0,IPRU9676,DR,OMF,9,14.67
INF109KC12A2,IPRU9676P,DP,OMF,9,14.67
INF109KC14B6,IPRU9680,GR,OMF,9,11.7
INF109KC10C2,IPRU9682,GR,OMF,9,17.53
INF109KC12C8,IPRU9683,DR,OMF,9,17.53
INF109KC11C0,IPRU9683P,DP,OMF,9,17.53
INF109KC11D8,IPRU9684,GR,OMF,9.73,19.81
INF109KC13D4,IPRU9685,DR,OMF,9.66,19.8
INF109KC12D6,IPRU9685P,DP,OMF,9.66,19.8
INF109KC13E2,IPRU9689,GR,OMF,9,14.63
INF109KC15E7,IPRU9690,DR,OMF,9,14.64
INF109KC14E0,IPRU9690P,DP,OMF,9,14.64
INF109KC12I5,IPRU9691,GR,OMF,9.47,22.05
INF109KC14I1,IPRU9692,DR,OMF,9.47,22.05
INF109KC13I3,IPRU9692P,DP,OMF,9.47,22.05
INF109KC10J7,IPRU9701,GR,OMF,9,16.39
INF109KC16J4,IPRU9703,GR,OMF,9,19.98
INF109KC12K1,IPRU9705,GR,OMF,9,19.43
INF109KC14K7,IPRU9706,DR,OMF,9,19.43
INF109KC13K9,IPRU9706P,DP,OMF,9,19.43
INF109KC14L5,IPRU9709,GR,OMF,9,11.84
INF109KC13P8,IPRU9725,GR,OMF,9,11.45
INF109KC12T2,IPRU9741,GR,OMF,9,18.74
INF109KC14T8,IPRU9742,DR,OMF,9,18.73
INF109KC13T0,IPRU9742P,DP,OMF,9,18.73
INF109KC12U0,IPRU9747,GR,OMF,9,12.16
INF109K01852,IPRUAVAP,GR,OMF,9,218.43
INF109K01EC7,IPRUDFDP,DP,OMF,9,43.31
INF109K01BE9,IPRUEDIRD,DR,OMF,9,14.81
INF109K01BF6,IPRUEDIRG,GR,OMF,9,32.7
INF109K01EF0,IPRUEDIRP,DP,OMF,9,14.81
INF109K01EG8,IPRUEDWRP,DP,OMF,9,19.54
INF109K01EH6,IPRUESDP,DP,OMF,9,45.27
INF109K01FB6,IPRUIFDP,DP,OMF,9,32.84
INF109K01WX5,IPRUIMPDH,DR,OMF,9,12.67
INF109K01ER5,IPRUIMPDP,DP,OMF,9,13.68
INF109K01WY3,IPRUIMPDQ,DR,OMF,9,11.55
INF109K01PI0,IPRUINXNB,DP,OMF,9,247.1
INF109K01AH4,IPRULFRAG,GR,OMF,9,42.18
INF109K01IO3,IPRULFRAQ,DR,OMF,9,10.69
INF109K01704,IPRULTP25W,DR,OMF,9,10.87
INF109K01FL5,IPRUSIDP,DP,OMF,9,40.17
INF109K01BB5,IPSERVESIG,GR,OMF,9,163.39
INF109K01BA7,IPSID,DR,OMF,9,40.17
INF109K01464,IPTAX01,GR,OMF,9,923.03
INF109K01472,IPTAX02,DR,OMF,9,26.04
INF109K01506,IPTECH71,GR,OMF,9,214.79
INF109K01514,IPTECH72,DR,OMF,9,74.01
INF109K01BZ4,IPTRGT1451,GR,OMF,9,88.25
INF109K01CA5,IPTRGT1452,DR,OMF,9,28.3
INF109K01FR2,IPVAPDP,DP,OMF,9,169.32
INF109K01FS0,IPVCPDP,DP,OMF,9,36.99
INF579M01AI2,IQDG,GR,OMF,9,20.31
INF579M01AF8,IQRG,GR,OMF,9,19.62
INF767K01GW5,IRG1G,GR,OMF,9.17,58.57
INF579M01AN2,ITDG,GR,OMF,9,13.82
INF044D01CD3,ITG1GTMF,GR,OMF,9,77.4
INF00XX01BU6,ITIDG1GBA,GR,OMF,9,14.43
INF00XX01754,ITIDPD1DS,DP,OMF,9,31.1
INF00XX01762,ITIDPD1RS,DR,OMF,9,31.1
INF00XX01CO7,ITIDPG1FC,GR,OMF,9,19.1
INF00XX01CS8,ITIDPG1FE,GR,OMF,9,15.53
INF00XX01689,ITIDPG1GB,GR,OMF,9,15.82
INF00XX01BC4,ITIDPG1GD,GR,OMF,9,12.42
INF00XX01804,ITIDPG1GL,GR,OMF,9,19.4
INF00XX01929,ITIDPG1GMD,GR,OMF,9,23.71
INF00XX01861,ITIDPG1GP,GR,OMF,9,12.62
INF00XX01747,ITIDPG1GS,GR,OMF,9,32.14
INF00XX01AE2,ITIDPG1GU,GR,OMF,9,1216.35
INF00XX01AQ6,ITIDPG1GV,GR,OMF,9,18.54
INF00XX01BO9,ITIDPG1P,GR,OMF,9,18.01
INF00XX01390,ITIDPG3,GR,OMF,9,27.94
INF00XX01440,ITIDPGA,GR,OMF,9,12.84
INF00XX01168,ITIDPGM,GR,OMF,9,27.36
INF00XX01382,ITIRPDP2,DP,OMF,9,23.16
INF00XX01663,ITIRPDPB,DP,OMF,9,13.39
INF200K01982,MG-LR-G,GR,GMF,10,63.14
INF200K01AO7,MG-S-DP,DP,GMF,10,19.54
INF00XX01CM1,ITIRPDPFC,DP,OMF,9,18.52
INF00XX01CW0,ITIRPDPFE,DP,OMF,9,15.14
INF00XX01143,ITIRPDPM,DP,OMF,9,22.47
INF00XX01903,ITIRPDPMD,DP,OMF,9,21.02
INF00XX01721,ITIRPDPS,DP,OMF,9,28.24
INF00XX01671,ITIRPDRB,DR,OMF,9,13.39
INF00XX01150,ITIRPDRM,DR,OMF,9,22.47
INF00XX01911,ITIRPDRMD,DR,OMF,9,21.02
INF200K01AP4,MG-S-DR,DR,GMF,10,19.54
INF200K01AN9,MG-S-G,GR,GMF,10,60.07
INF00XX01739,ITIRPDRS,DR,OMF,9,28.24
INF00XX01374,ITIRPG1,GR,OMF,9,25.24
INF00XX01416,ITIRPGA,GR,OMF,9,12.36
INF200K01644,MIF-FS-DP,DP,GMF,10,15.53
INF200K01651,MIF-FS-DR,DR,GMF,10,15.53
INF200K01636,MIF-FS-G,GR,GMF,10,39.39
INF200K01669,MIF-FS-WDP,DP,GMF,10,14.66
INF00XX01655,ITIRPGB,GR,OMF,9,14.36
INF00XX01BR2,ITIRPGBA,GR,OMF,9,13.61
INF00XX01AT0,ITIRPGD,GR,OMF,9,12
INF00XX01CL3,ITIRPGFC,GR,OMF,9,18.52
INF00XX01CV2,ITIRPGFE,GR,OMF,9,15.14
INF00XX01770,ITIRPGL,GR,OMF,9,17.9
INF00XX01135,ITIRPGM,GR,OMF,9,24.51
INF00XX01895,ITIRPGMD,GR,OMF,9,22
INF00XX01838,ITIRPGP,GR,OMF,9,12.35
INF00XX01713,ITIRPGS,GR,OMF,9,29.27
INF00XX01952,ITIRPGU,GR,OMF,9,1181.17
INF00XX01AN3,ITIRPGV,GR,OMF,9,17.3
INF579M01AL6,ITRG,GR,OMF,9,13.76
INF00XX01BM3,ITRPDPPH,DP,OMF,9,16.95
INF00XX01CN9,ITRPDRFC,DR,OMF,9,18.52
INF00XX01CR0,ITRPDRFE,DR,OMF,9,15.14
INF00XX01BN1,ITRPDRPH,DR,OMF,9,16.95
INF00XX01BL5,ITRPGPH,GR,OMF,9,16.95
INF251K01TE1,IVDGG,GR,OMF,9,13.21
INF251K01TC5,IVRDD,DP,OMF,9,13.07
INF251K01TD3,IVRDR,DR,OMF,9,13.07
INF251K01TB7,IVRGG,GR,OMF,9,13.07
INF843K01609,JASGR,GR,OMF,9,28.53
INF843K01KK1,JD119,GR,OMF,9,44.68
INF192K01BN6,JMAADG,GR,OMF,9,33.14
INF192K01494,JMAADP,DP,OMF,9,14.49
INF192K01510,JMAAGP,GR,OMF,9,31.22
INF192K01BR7,JMBADD,DP,OMF,9,80.67
INF192K01BS5,JMBADD,DR,OMF,9,80.67
INF200K01677,MIF-FS-WDR,DR,GMF,10,14.66
INF769K01CM1,MIRAECFD1,GR,GMF,10,2652.27
INF192K01BT3,JMBADG,GR,OMF,9,118.4
INF137A01011,JMBADP,DP,OMF,9,74.34
INF137A01029,JMBADP,DR,OMF,9,74.34
INF137A01037,JMBAGP,GR,OMF,9,106.45
INF192K01BQ9,JMBFDG,GR,OMF,9,143.59
INF192K01528,JMBFDP,DP,OMF,9,35.58
INF192K01536,JMBFDP,DR,OMF,9,35.58
INF192K01544,JMBFGP,GR,OMF,9,127.22
INF192K01BW7,JMCRDG,GR,OMF,9,23.95
INF192K01551,JMCRDP,DP,OMF,9,20.77
INF192K01569,JMCRDP,DR,OMF,9,20.77
INF192K01577,JMCRGP,GR,OMF,9,20.77
INF192K01BZ0,JMEFDG,GR,OMF,9,181.92
INF192K01585,JMEFDP,DP,OMF,9,31.25
INF192K01593,JMEFDP,DR,OMF,9,31.25
INF192K01601,JMEFGP,GR,OMF,9,160.98
INF192K01HF9,JMFBFYD,DP,OMF,9,35.33
INF769K01804,MIRAECFDDR,DR,GMF,10,1066.43
INF769K01838,MIRAECFDMD,DP,GMF,10,1157.54
INF769K01820,MIRAECFDMR,DR,GMF,10,1157.54
INF192K01HG7,JMFBFYD,DR,OMF,9,35.33
INF192K01DD3,JMFFD4,GR,OMF,9,41.77
INF192K01700,JMFFLG,GR,OMF,9,39.28
INF192K01AV1,JMFLDPD,DR,OMF,9,10.82
INF192K01CW5,JMIFDG,GR,OMF,9,65.16
INF192K01999,JMIFRD,DP,OMF,9,19.95
INF192K01AB3,JMIFRG,GR,OMF,9,58.69
INF192K01DW3,JMMMP4,GR,OMF,9,36.04
INF192K01FL1,JMMMP5,DP,OMF,9,21.7
INF192K01AY5,JMMMPG,GR,OMF,9,35.17
INF192K01CA1,JMMSDD,DP,OMF,9,109.17
INF192K01CB9,JMMSDD,DR,OMF,9,109.17
INF192K01CC7,JMMSDG,GR,OMF,9,120.1
INF192K01619,JMMSDP,DP,OMF,9,82.13
INF192K01627,JMMSDP1,DR,OMF,9,82.13
INF192K01635,JMMSGP,GR,OMF,9,106.58
INF192K01MP8,JMSDDG,GR,OMF,9,11.6
INF192K01MM5,JMSDGP,GR,OMF,9,11.4
INF192K01CD5,JMTGDD,DP,OMF,9,56.3
INF192K01CE3,JMTGDG,GR,OMF,9,57.72
INF192K01643,JMTGDP,DP,OMF,9,51
INF192K01650,JMTGGP,GR,OMF,9,51
INF769K01812,MIRAECFDWR,DR,GMF,10,1152.75
INF769K01788,MIRAECFGPG,GR,GMF,10,2609.19
INF843K01IY6,JP114,GR,OMF,9,15.59
INF843K01KG9,JP115,GR,OMF,9,23.95
INF843K01KI5,JP117,DP,OMF,9,16.56
INF843K01KJ3,JP118,DR,OMF,9,16.56
INF843K01KN5,JP119,GR,OMF,9,39.07
INF843K01KO3,JP120,DP,OMF,9,32.08
INF843K01KP0,JP121,DR,OMF,9,32.08
INF843K01FK1,JPBPG,GR,OMF,9,23.32
INF843K01138,JPCGR,GR,OMF,9.47,38.47
INF843K01GJ1,JPDGR,GR,OMF,9,19.8
INF843K01054,JPEDI,DP,OMF,9,33.57
INF843K01062,JPEDI,DR,OMF,9,33.57
INF843K01047,JPEGR,GR,OMF,9,88.02
INF843K01021,JPSDI,DP,OMF,9,58.07
INF843K01039,JPSDI,DR,OMF,9,58.07
INF843K01013,JPSGR,GR,OMF,9,100.72
INF843K01ED9,JPUSE,GR,OMF,9,32.09
INF174K01LL7,K04D,DP,OMF,9,44.17
INF174K01LG7,K118D,DP,OMF,9,69.11
INF174K01LA0,K134D,DP,OMF,9,63.33
INF174K01LQ6,K178D,DP,OMF,9,55.99
INF174K01JX6,K200D,DP,OMF,9,13.64
INF174K01Y98,K20ND,DP,OMF,9,11.69
INF174K01Z06,K20ND,DR,OMF,9,11.69
INF769K01IX5,MIRAECID1,GR,GMF,10,11.98
INF769K01IU1,MIRAECIRG,GR,GMF,10,11.91
INF174K01179,K30,DP,OMF,9,73.33
INF174K01153,K30,GR,OMF,9,568.1
INF174K01161,K30,DR,OMF,9,73.33
INF174K01KX4,K3003DDP,DR,OMF,9,85.69
INF174K01KW6,K30G13D,GR,OMF,9,647.93
INF174K01KY2,K30R03D,DP,OMF,9,85.69
INF769K01HK4,MIRAEMMRG,GR,GMF,10,1195.32
INF769K01FE1,MIRAEONRG,GR,GMF,5,1266.03
INF789F01XU8,MMD1R,DR,GMF,10,1030.95
INF789F01XV6,MMD2G,GR,GMF,10,2955.57
INF174K01D36,K36D,DP,OMF,9,19.83
INF174K01KA2,K42D,DP,OMF,9,14.44
INF789FA1M61,MMD6D,DP,GMF,10,1568.51
INF789FA1M79,MMD6R,DR,GMF,10,1568.51
INF174K01MQ4,K47D,DP,OMF,9,31.5
INF174KA1EN7,K485D,GR,OMF,9,27.27
INF174KA1EP2,K486D,DP,OMF,9,27.27
INF174KA1EO5,K486D,DR,OMF,9,27.27
INF174KA1EZ1,K487D,GR,OMF,9,33.57
INF174KA1EX6,K488D,DP,OMF,9,33.57
INF174KA1EY4,K488D,DR,OMF,9,33.57
INF178L01AK1,K53D,DP,OMF,9,81.78
INF174KA1IM0,KAR2027DDP,DP,OMF,9,11.68
INF174KA1IN8,KAR2027DDR,DR,OMF,9,11.68
INF174KA1IL2,KAR2027DG,GR,OMF,9,11.68
INF174KA1II8,KAR2027G,GR,OMF,9,11.63
INF174KA1IR9,KAR2032DG,GR,OMF,9,12.07
INF767K01RE0,MMG1G,GR,GMF,10,1147.12
INF767K01RB6,MMGPG,GR,GMF,10,1136.19
INF174KA1IO6,KAR2032G,GR,OMF,9,12.01
INF174KA1160,KBALAFDP,DP,OMF,9,20
INF174KA1178,KBALAFDR,DR,OMF,9,20
INF174KA1186,KBALAFGR,GR,OMF,9,20
INF174K01450,KBALANCE,DP,OMF,9,36.41
INF789F01PW0,MMIDR,DR,GMF,10,1147.9
INF789F01PX8,MMIGG,GR,GMF,10,2922
INF174K01443,KBALANCE,DR,OMF,9,36.41
INF174K01F00,KBALG04GD,GR,OMF,9,72.06
INF174K01LM5,KBALR04D,DR,OMF,9,44.17
INF174KA1JN6,KBCFDG,GR,OMF,9,16.46
INF174V01044,MMMLFDG,GR,GMF,10,1635.21
INF174V01010,MMMLFRG,GR,GMF,10,1619.12
INF174V01838,MMMOFDG,GR,GMF,5,1283.95
INF174KA1JL0,KBCFDP,DP,OMF,9,15.92
INF174KA1JM8,KBCFDR,DR,OMF,9,15.92
INF174V01812,MMMOFRG,GR,GMF,5,1277.16
INF959L01GV8,NAVINODPG,GR,GMF,5,10.8
INF174KA1JK2,KBCFG,GR,OMF,9,15.92
INF174K01E92,KBG,GR,OMF,9,61.95
INF174K01JC0,KBONG06D,GR,OMF,9,81.61
INF174K01EQ1,KBONREGADP,DP,OMF,9,44.83
INF174K01EP3,KBONREGADR,DR,OMF,9,44.83
INF174K01EM0,KBONREGG,GR,OMF,9,73.17
INF174KA1OX5,KBSEDG,GR,OMF,9,14.36
INF174KA1OU1,KBSEG,GR,OMF,9,14.26
INF174KA1MD1,KBSFDG,GR,OMF,9,14.69
INF174KA1MB5,KBSFDP,DP,OMF,9,14.3
INF174KA1MC3,KBSFDR,DR,OMF,9,14.3
INF174KA1MA7,KBSFG,GR,OMF,9,14.3
INF174K01Z22,KBST20NDD,DR,OMF,9,15.3
INF174K01Z14,KBST20NDPD,DP,OMF,9,15.3
INF174K01ES7,KBSTG,GR,OMF,9,49.37
INF174K01JI7,KBSTG10D,GR,OMF,9,54.06
INF174KA1PP8,KCFDG,GR,OMF,9,14.22
INF174KA1PN3,KCFDP,DP,OMF,9,14
INF174KA1PO1,KCFDR,DR,OMF,9,14
INF174KA1PM5,KCFG,GR,OMF,9,14
INF174K01KZ9,KCONG124D,GR,OMF,9,177.97
INF174K01260,KCONTRA,DP,OMF,9,52.53
INF959L01HB8,NAVINORPG,GR,GMF,5,10.77
INF204KC1881,NIMFNKAG,GR,GMF,10,11.47
INF204KC1857,NIMFNKGP,GR,GMF,10,11.43
INF204KC1AC0,NIMFNQAG,GR,GMF,10,11.83
INF174K01245,KCONTRA,GR,OMF,9,152.39
INF174K01252,KCONTRA,DR,OMF,9,52.53
INF174K01LC6,KCPLG179D,GR,OMF,9,37.99
INF174K01LE2,KCPLM189D,DP,OMF,9,11.24
INF174K01EG2,KCROADP,DP,OMF,9,12.1
INF174K01EF4,KCROADR,DR,OMF,9,12.1
INF174K01DY7,KCROG,GR,OMF,9,27.83
INF174K01LZ7,KCROG190D,GR,OMF,9,31.1
INF178L01AY2,KDLMR255MD,DR,OMF,9,1463.57
INF174K01LD4,KEADG,DR,OMF,9,11.24
INF174K01LU8,KEFDDP,DP,OMF,9,92.23
INF174K01LJ1,KELSD154D,DP,OMF,9,57.82
INF174K01LI3,KELSG144D,GR,OMF,9,138.02
INF174K01DU5,KEMEDP,DP,OMF,9,74.02
INF174K01DT7,KEMEDR,DR,OMF,9,74.02
INF174K01DS9,KEMEG,GR,OMF,9,134.78
INF174K01LT0,KEMEG123D,GR,OMF,9,154.81
INF174K01LV6,KEMER133D,DR,OMF,9,92.23
INF174K01328,KEQARBIT,DP,OMF,9,10.75
INF174K01302,KEQARBIT,GR,OMF,9,35.7
INF174K01310,KEQARBIT,DR,OMF,9,10.75
INF174K01484,KEQFOF,DP,OMF,9,219.65
INF204KC1998,NIMFNQGP,GR,GMF,10,11.78
INF204KC1AO5,NIMFNWAG,GR,GMF,10,11.44
INF174K01468,KEQFOF,GR,OMF,9,225.65
INF174K01476,KEQFOF,DR,OMF,9,219.65
INF174K01C86,KESFMD,DP,OMF,9,18.56
INF174K01C78,KESFRG,GR,OMF,9,25.35
INF204KC1AL1,NIMFNWGP,GR,GMF,10,11.41
INF336L01BM9,OCAPDD,DR,GMF,10,1001.38
INF174K01FD6,KFLTG,GR,OMF,9,40.79
INF174K01JP2,KFLTG135D,GR,OMF,9,42.6
INF174K01JQ0,KFLTM145D,DP,OMF,9,18.37
INF174K01FH7,KFLTMDR,DP,OMF,9,10.72
INF174K01JU2,KFLXG197D,GR,OMF,9,38.88
INF174K01LN3,KFOFG107D,GR,OMF,9,241.6
INF174K01DX9,KGEMDP,DP,OMF,9,23.4
INF174K01DW1,KGEMDR,DR,OMF,9,23.4
INF174K01DV3,KGEMG,GR,OMF,9,23.4
INF174K01LW4,KGEMG143D,GR,OMF,9,25.29
INF174K01LO1,KGF117DP,DP,OMF,9,237.26
INF174K01MP6,KGOFG46D,GR,OMF,9,31.5
INF336L01BN7,OCAPG,GR,GMF,10,2480.59
INF336L01BO5,OCAPMD,DR,GMF,10,1006.71
INF174K01MR2,KGOFR47D,DR,OMF,9,31.5
INF174K01AU1,KGOLDDP,DP,OMF,9,29.98
INF174K01AV9,KGOLDDR,DR,OMF,9,29.98
INF174K01AT3,KGOLDG,GR,OMF,9,29.98
INF174K01FO3,KGSG,GR,OMF,9,61.85
INF174K01FQ8,KGSMDP,DP,OMF,9,11.62
INF174K01FP0,KGSMDR,DR,OMF,9,11.62
INF174KA1PZ7,KHFDG,GR,OMF,9,13.92
INF174KA1PX2,KHFDP,DP,OMF,9,13.73
INF174KA1PY0,KHFDR,DR,OMF,9,13.73
INF174KA1PW4,KHFG,GR,OMF,9,13.73
INF336L01BP2,OCAPMP,DP,GMF,10,1006.71
INF336L01BQ0,OCAPWD,DR,GMF,10,1107.85
INF174K01419,KINCOME+,DP,OMF,9,13.29
INF174K01393,KINCOME+,GR,OMF,9,56.96
INF174K01401,KINCOME+,DR,OMF,9,13.29
INF178L01BY0,KKCBG258G,GR,OMF,9,3711.85
INF178L01AX4,KKDL255G,GR,OMF,9,3444.08
INF174K01KH7,KKGSG01D,GR,OMF,9,64.28
INF178L01AL9,KKIEG53G,GR,OMF,9,82.73
INF178L01AJ3,KKIER53D,DR,OMF,9,81.78
INF174K01JZ1,KKIPG41D,GR,OMF,9,65.19
INF174K01KB0,KKIPMR42D,DR,OMF,9,14.44
INF174K01LF9,KKOPG108D,GR,OMF,9,391.67
INF174K01D28,KKSFG35D,GR,OMF,9,27.62
INF174K01D51,KKSFMR36D,DR,OMF,9,19.83
INF174KA1PE2,KMAFDDP,DP,OMF,9,13.25
INF174KA1PF9,KMAFDDR,DR,OMF,9,13.25
INF174KA1PD4,KMAFDG,GR,OMF,9,13.25
INF174KA1PB8,KMAFDP,DP,OMF,9,13.04
INF174KA1PC6,KMAFDR,DR,OMF,9,13.04
INF174KA1PA0,KMAFG,GR,OMF,9,13.04
INF174K01VU7,KMDFAR50D,DR,OMF,9,23.74
INF174K01VQ5,KMDFG48D,GR,OMF,9,23.74
INF174K01VL6,KMEDIUM,GR,OMF,9,21.5
INF174K01VN2,KMEDIUMAD,DP,OMF,9,13.2
INF174K01VP7,KMEDIUMAD,DR,OMF,9,13.2
INF174K01KU0,KMID114D,DP,OMF,9,146.12
INF174K01237,KMIDCAP,DP,OMF,9,124.74
INF174K01211,KMIDCAP,GR,OMF,9,285.93
INF174K01229,KMIDCAP,DR,OMF,9,124.74
INF174K01KT2,KMIDG104D,GR,OMF,9,332.68
INF174KA1IG2,KMIFDDP,DP,OMF,9,19.82
INF174KA1IH0,KMIFDDR,DR,OMF,9,19.82
INF174KA1IF4,KMIFDG,GR,OMF,9,19.82
INF174KA1ID9,KMIFDP,DP,OMF,9,18.98
INF174KA1IE7,KMIFDR,DR,OMF,9,18.98
INF174KA1IC1,KMIFG,GR,OMF,9,18.98
INF174KA1OB1,KN200DG,GR,OMF,9.73,17.28
INF174KA1NY5,KN200G,GR,OMF,9.73,17.16
INF174KA1RN9,KNABDG,GR,OMF,9,10.42
INF174KA1RI9,KNABG,GR,OMF,9,10.41
INF174KA1OR7,KNFDG,GR,OMF,9,13.81
INF174KA1OO4,KNFSG,GR,OMF,9,13.72
INF174KA1LC5,KNJIFDG,GR,OMF,9,11.44
INF174KA1KZ8,KNJIFG,GR,OMF,9,11.4
INF174KA1FZ8,KNNIFDDP,DP,OMF,9,21.41
INF174KA1GB7,KNNIFDDR,DR,OMF,9,21.41
INF174KA1GA9,KNNIFDG,GR,OMF,9,21.41
INF174KA1FW5,KNNIFDP,DP,OMF,9,21.01
INF174KA1FY1,KNNIFDR,DR,OMF,9,21.01
INF174KA1FX3,KNNIFG,GR,OMF,9,21.01
INF174KA1JT3,KNPSUDG,GR,OMF,9,11.7
INF174KA1JQ9,KNPSUG,GR,OMF,9,11.66
INF174KA1NC1,KNSIFDDP,DP,OMF,9,21.41
INF174KA1ND9,KNSIFDDR,DR,OMF,9,21.41
INF174KA1NB3,KNSIFDG,GR,OMF,9,21.4
INF174KA1MY7,KNSIFG,GR,OMF,9,21.19
INF174KA1MJ8,KNSJDG,GR,OMF,9,11.67
INF174KA1MG4,KNSJG,GR,OMF,9,11.62
INF174K01203,KOPPORT,DP,OMF,9,60
INF174K01187,KOPPORT,GR,OMF,9,343.89
INF174K01195,KOPPORT,DR,OMF,9,60
INF174KA1FF0,KOTAKFESG,GR,OMF,9,17.35
INF174KA1FE3,KOTAKMESG,DP,OMF,9,17.35
INF336L01LJ4,OCAPWP,DP,GMF,10,1107.85
INF0GCD01453,OFDGOFDGL,GR,GMF,5,1174.19
INF0GCD01438,OFRGOFRGL,GR,GMF,5,1172.53
INF336L01CC8,OHCAPG,GR,GMF,10,2502.01
INF174KA1FI4,KOTAKMFESG,GR,OMF,9,18.5
INF174KA1FG8,KOTAMFESG,DR,OMF,9,17.35
INF336L01CB0,OHCPDD,DR,GMF,10,1001.58
INF336L01CD6,OHCPWD,DR,GMF,10,1195.58
INF174KA1OM8,KQFDDP,DP,OMF,9,15.96
INF174KA1OL0,KQFDG,GR,OMF,9,15.96
INF174KA1OI6,KQFG,GR,OMF,9,15.91
INF174K01LR4,KSEF178D,DR,OMF,9,55.99
INF174KA1MQ3,KSEFOFDP,GR,OMF,9,12.42
INF174KA1MR1,KSEFOFG,GR,OMF,9,12.33
INF174K01LS2,KSEFR168D,GR,OMF,9,91.68
INF336L01LK2,OHCPWP,DP,GMF,10,1195.58
INF336L01OF6,OHNOG,GR,GMF,5,1298.03
INF174K01351,KSFOCUS,DP,OMF,9,49.46
INF174K01336,KSFOCUS,GR,OMF,9,81.9
INF174K01344,KSFOCUS,DR,OMF,9,49.46
INF174KA1DY6,KTAKFLRGR,GR,OMF,9,1426.6
INF174K01385,KTAX,DP,OMF,9,44.47
INF174K01369,KTAX,GR,OMF,9,118.84
INF174K01377,KTAX,DR,OMF,9,44.47
INF174KA1194,KTKBAFDDP,DP,OMF,9,21.52
INF0K1H01040,ONDG,GR,GMF,5,1137
INF767K01QI3,ONG1G,GR,GMF,5,1285.73
INF174KA1202,KTKBAFDDR,DR,OMF,9,21.52
INF174KA1210,KTKBAFDG,GR,OMF,9,21.52
INF174K01D02,KTKEQSAV,DR,OMF,9,18.56
INF174KA1EM9,KTKFEFD,DP,OMF,9,25.07
INF174KA1EL1,KTKFEFD,DR,OMF,9,25.07
INF174KA1EK3,KTKFEFG,GR,OMF,9,25.07
INF174K01FA2,KTKFLEXI,GR,OMF,9,35.83
INF174K01IY6,KTKFLEXI,DP,OMF,9,13.5
INF767K01QD4,ONGPG1,GR,GMF,5,1276.98
INF336L01OM2,ONODD,DR,GMF,10,1000.01
INF174K01IZ3,KTKFLEXI,DR,OMF,9,13.5
INF174KA1EF3,KTKFLRDRMD,DR,OMF,9,1268.58
INF174KA1EC0,KTKFLRGRD,GR,OMF,9,1456.2
INF174KA1FR5,KTKNASG,GR,OMF,9,16.95
INF174KA1FQ7,KTKNASGD,GR,OMF,9,17.2
INF174KA1EU2,KTKPFD,DP,OMF,9,31
INF174KA1EV0,KTKPFDR,DR,OMF,9,31
INF174KA1EW8,KTKPFG,GR,OMF,9,30.99
INF174KA1HV3,KTMFDG,GR,OMF,9,20.31
INF174KA1HW1,KTMFRDDP,DP,OMF,9,20.31
INF174KA1HX9,KTMFRDDR,DR,OMF,9,20.31
INF174KA1HT7,KTMFRDP,DP,OMF,9,19.38
INF174KA1HU5,KTMFRDR,DR,OMF,9,19.38
INF174KA1HS9,KTMFRG,GR,OMF,9,19.38
INF174KA1HB5,KTNTDDP,DP,OMF,9,16.15
INF174KA1HC3,KTNTDDR,DR,OMF,9,16.15
INF174KA1HA7,KTNTDG,GR,OMF,9,16.15
INF174KA1GY9,KTNTDP,DP,OMF,9,15.98
INF174KA1GZ6,KTNTDR,DR,OMF,9,15.98
INF174KA1GX1,KTNTG,GR,OMF,9,15.98
INF174KA1KJ2,KWDFDDG,GR,OMF,9,11.72
INF174KA1KG8,KWDFG,GR,OMF,9,11.71
INF917K01QL8,LARG,GR,OMF,9,18.13
INF917K01QM6,LARMD,DR,OMF,9,10.62
INF917K01QN4,LARMP,DP,OMF,9,10.62
INF917K01RG6,LBCFD,DR,OMF,9,28.14
INF917K01RF8,LBCFG,GR,OMF,9,44.54
INF917K01RH4,LBCFP,DP,OMF,9,28.14
INF336L01OL4,ONOG,GR,GMF,5,1288.67
INF0K1H01032,ONRG,GR,GMF,5,1131.81
INF0J8L01081,OVDGG,GR,GMF,5,1149.2
INF0J8L01073,OVRGG,GR,GMF,5,1146.63
INF247L01CC7,LCDPD,DP,OMF,9,12.83
INF247L01CD5,LCDPR,DR,OMF,9,12.83
INF247L01CE3,LCGDG,GR,OMF,9,12.95
INF247L01CB9,LCGPG,GR,OMF,9,12.83
INF200K01SV4,LD080B,GR,OMF,9,46.23
INF200K01TF5,LD086G,GR,OMF,9,5771.78
INF200K01TP4,LD091G,GR,OMF,9,269.86
